FileName;Script_Type
B721816101_MS0180_0030_2.tif;Humanistic_cursive
IRHT_P_002062.tif;Humanistic_cursive
IRHT_P_002103.tif;Humanistic_cursive
IRHT_P_002814.tif;Humanistic_cursive
IRHT_P_002862.tif;Humanistic_cursive
IRHT_P_002866.tif;Humanistic_cursive
IRHT_P_003663.tif;Humanistic_cursive
IRHT_P_004884.tif;Humanistic_cursive
IRHT_P_004886.tif;Humanistic_cursive
IRHT_P_004889.tif;Humanistic_cursive
IRHT_P_004892.tif;Humanistic_cursive
IRHT_P_004895.tif;Humanistic_cursive
IRHT_P_004896.tif;Humanistic_cursive
IRHT_P_005006.tif;Humanistic_cursive
IRHT_P_005007.tif;Humanistic_cursive
IRHT_P_005010.tif;Humanistic_cursive
IRHT_P_005011.tif;Humanistic_cursive
IRHT_P_005014.tif;Humanistic_cursive
IRHT_P_005959.tif;Humanistic_cursive
IRHT_P_006336.tif;Humanistic_cursive
IRHT_P_006380.tif;Humanistic_cursive
IRHT_P_006381.tif;Humanistic_cursive
IRHT_P_006447.tif;Humanistic_cursive
IRHT_P_006884.tif;Humanistic_cursive
IRHT_P_006885.tif;Humanistic_cursive
IRHT_P_006890.tif;Humanistic_cursive
IRHT_P_006921.tif;Humanistic_cursive
IRHT_P_007017.tif;Humanistic_cursive
IRHT_P_007093.tif;Humanistic_cursive
IRHT_P_007180.tif;Humanistic_cursive
IRHT_P_007192.tif;Humanistic_cursive
IRHT_P_007274.tif;Humanistic_cursive
IRHT_P_007283.tif;Humanistic_cursive
IRHT_P_007344.tif;Humanistic_cursive
IRHT_P_007358.tif;Humanistic_cursive
IRHT_P_007375.tif;Humanistic_cursive
IRHT_P_007401.tif;Humanistic_cursive
IRHT_P_007420.tif;Humanistic_cursive
IRHT_P_007436.tif;Humanistic_cursive
IRHT_P_007439.tif;Humanistic_cursive
IRHT_P_007464.tif;Humanistic_cursive
IRHT_P_007465.tif;Humanistic_cursive
IRHT_P_007481.tif;Humanistic_cursive
IRHT_P_007664.tif;Humanistic_cursive
IRHT_P_007684.tif;Humanistic_cursive
IRHT_P_007780.tif;Humanistic_cursive
IRHT_P_007782.tif;Humanistic_cursive
IRHT_P_007870.tif;Humanistic_cursive
IRHT_P_008066.tif;Humanistic_cursive
IRHT_P_008067.tif;Humanistic_cursive
IRHT_P_008380.tif;Humanistic_cursive
IRHT_P_008381.tif;Humanistic_cursive
IRHT_P_008406.tif;Humanistic_cursive
IRHT_P_008407.tif;Humanistic_cursive
IRHT_P_008408.tif;Humanistic_cursive
IRHT_P_008435.tif;Humanistic_cursive
IRHT_P_008511.tif;Humanistic_cursive
IRHT_P_008585.tif;Humanistic_cursive
IRHT_P_008632.tif;Humanistic_cursive
IRHT_P_008633.tif;Humanistic_cursive
IRHT_P_008638.tif;Humanistic_cursive
IRHT_P_008639.tif;Humanistic_cursive
IRHT_P_008748.tif;Humanistic_cursive
IRHT_P_008771.tif;Humanistic_cursive
IRHT_P_008791.tif;Humanistic_cursive
IRHT_P_008834.tif;Humanistic_cursive
IRHT_P_008873.tif;Humanistic_cursive
IRHT_P_008896.tif;Humanistic_cursive
IRHT_P_009248.tif;Humanistic_cursive
IRHT_P_009259.tif;Humanistic_cursive
IRHT_P_000099.tif;Humanistic
IRHT_P_000208.tif;Humanistic
IRHT_P_000218.tif;Humanistic
IRHT_P_000565.tif;Humanistic
IRHT_P_002060.tif;Humanistic
IRHT_P_002061.tif;Humanistic
IRHT_P_002854.tif;Humanistic
IRHT_P_002968.tif;Humanistic
IRHT_P_003081.tif;Humanistic
IRHT_P_004861.tif;Humanistic
IRHT_P_004862.tif;Humanistic
IRHT_P_004865.tif;Humanistic
IRHT_P_005368.tif;Humanistic
IRHT_P_005976.tif;Humanistic
IRHT_P_006400.tif;Humanistic
IRHT_P_006820.tif;Humanistic
IRHT_P_006910.tif;Humanistic
IRHT_P_007026.tif;Humanistic
IRHT_P_007027.tif;Humanistic
IRHT_P_007094.tif;Humanistic
IRHT_P_007109.tif;Humanistic
IRHT_P_007120.tif;Humanistic
IRHT_P_007122.tif;Humanistic
IRHT_P_007261.tif;Humanistic
IRHT_P_007262.tif;Humanistic
IRHT_P_007314.tif;Humanistic
IRHT_P_007330.tif;Humanistic
IRHT_P_007331.tif;Humanistic
IRHT_P_007340.tif;Humanistic
IRHT_P_007345.tif;Humanistic
IRHT_P_007346.tif;Humanistic
IRHT_P_007377.tif;Humanistic
IRHT_P_007385.tif;Humanistic
IRHT_P_007441.tif;Humanistic
IRHT_P_007446.tif;Humanistic
IRHT_P_007461.tif;Humanistic
IRHT_P_007462.tif;Humanistic
IRHT_P_007484.tif;Humanistic
IRHT_P_007510.tif;Humanistic
IRHT_P_007511.tif;Humanistic
IRHT_P_007512.tif;Humanistic
IRHT_P_007546.tif;Humanistic
IRHT_P_007620.tif;Humanistic
IRHT_P_007625.tif;Humanistic
IRHT_P_007626.tif;Humanistic
IRHT_P_007676.tif;Humanistic
IRHT_P_007677.tif;Humanistic
IRHT_P_007689.tif;Humanistic
IRHT_P_007690.tif;Humanistic
IRHT_P_008243.tif;Humanistic
IRHT_P_008313.tif;Humanistic
IRHT_P_008330.tif;Humanistic
IRHT_P_008350.tif;Humanistic
IRHT_P_008458.tif;Humanistic
IRHT_P_008485.tif;Humanistic
IRHT_P_008497.tif;Humanistic
IRHT_P_008498.tif;Humanistic
IRHT_P_008512.tif;Humanistic
IRHT_P_008530.tif;Humanistic
IRHT_P_008536.tif;Humanistic
IRHT_P_008537.tif;Humanistic
IRHT_P_008551.tif;Humanistic
IRHT_P_008584.tif;Humanistic
IRHT_P_008604.tif;Humanistic
IRHT_P_008607.tif;Humanistic
IRHT_P_008610.tif;Humanistic
IRHT_P_008611.tif;Humanistic
IRHT_P_008612.tif;Humanistic
IRHT_P_008641.tif;Humanistic
IRHT_P_008654.tif;Humanistic
IRHT_P_008698.tif;Humanistic
IRHT_P_008805.tif;Humanistic
IRHT_P_008806.tif;Humanistic
IRHT_P_008812.tif;Humanistic
IRHT_P_008813.tif;Humanistic
IRHT_P_008825.tif;Humanistic
IRHT_P_008831.tif;Humanistic
IRHT_P_008843.tif;Humanistic
IRHT_P_009154.tif;Humanistic
IRHT_P_009155.tif;Humanistic
IRHT_P_009227.tif;Humanistic
IRHT_P_009257.tif;Humanistic
IRHT_P_000112.tif;Hybrida
IRHT_P_000243.tif;Hybrida
IRHT_P_000348.tif;Hybrida
IRHT_P_000363.tif;Hybrida
IRHT_P_000630.tif;Hybrida
IRHT_P_000967.tif;Hybrida
IRHT_P_001095.tif;Hybrida
IRHT_P_001717.tif;Hybrida
IRHT_P_002051.tif;Hybrida
IRHT_P_002167.tif;Hybrida
IRHT_P_002168.tif;Hybrida
IRHT_P_002186.tif;Hybrida
IRHT_P_002193.tif;Hybrida
IRHT_P_002196.tif;Hybrida
IRHT_P_002211.tif;Hybrida
IRHT_P_002212.tif;Hybrida
IRHT_P_002220.tif;Hybrida
IRHT_P_002230.tif;Hybrida
IRHT_P_002234.tif;Hybrida
IRHT_P_002255.tif;Hybrida
IRHT_P_002331.tif;Hybrida
IRHT_P_002373.tif;Hybrida
IRHT_P_002409.tif;Hybrida
IRHT_P_002487.tif;Hybrida
IRHT_P_002750.tif;Hybrida
IRHT_P_002752.tif;Hybrida
IRHT_P_002861.tif;Hybrida
IRHT_P_003019.tif;Hybrida
IRHT_P_003163.tif;Hybrida
IRHT_P_003387.tif;Hybrida
IRHT_P_003388.tif;Hybrida
IRHT_P_003403.tif;Hybrida
IRHT_P_003408.tif;Hybrida
IRHT_P_003421.tif;Hybrida
IRHT_P_003422.tif;Hybrida
IRHT_P_003429.tif;Hybrida
IRHT_P_003430.tif;Hybrida
IRHT_P_003433.tif;Hybrida
IRHT_P_003434.tif;Hybrida
IRHT_P_003436.tif;Hybrida
IRHT_P_003481.tif;Hybrida
IRHT_P_003491.tif;Hybrida
IRHT_P_003500.tif;Hybrida
IRHT_P_003507.tif;Hybrida
IRHT_P_003508.tif;Hybrida
IRHT_P_003516.tif;Hybrida
IRHT_P_003517.tif;Hybrida
IRHT_P_003521.tif;Hybrida
IRHT_P_003531.tif;Hybrida
IRHT_P_003600.tif;Hybrida
IRHT_P_003669.tif;Hybrida
IRHT_P_003676.tif;Hybrida
IRHT_P_003677.tif;Hybrida
IRHT_P_003808.tif;Hybrida
IRHT_P_003817.tif;Hybrida
IRHT_P_004025.tif;Hybrida
IRHT_P_004586.tif;Hybrida
IRHT_P_004601.tif;Hybrida
IRHT_P_004620.tif;Hybrida
IRHT_P_004785.tif;Hybrida
IRHT_P_004883.tif;Hybrida
IRHT_P_004899.tif;Hybrida
IRHT_P_005199.tif;Hybrida
IRHT_P_005264.tif;Hybrida
IRHT_P_005276.tif;Hybrida
IRHT_P_005367.tif;Hybrida
IRHT_P_006289.tif;Hybrida
IRHT_P_006420.tif;Hybrida
IRHT_P_006474.tif;Hybrida
IRHT_P_006480.tif;Hybrida
IRHT_P_006481.tif;Hybrida
IRHT_P_006624.tif;Hybrida
IRHT_P_006638.tif;Hybrida
IRHT_P_006652.tif;Hybrida
IRHT_P_006661.tif;Hybrida
IRHT_P_006665.tif;Hybrida
IRHT_P_006681.tif;Hybrida
IRHT_P_006682.tif;Hybrida
IRHT_P_006705.tif;Hybrida
IRHT_P_006743.tif;Hybrida
IRHT_P_006744.tif;Hybrida
IRHT_P_006748.tif;Hybrida
IRHT_P_006749.tif;Hybrida
IRHT_P_006764.tif;Hybrida
IRHT_P_008399.tif;Hybrida
IRHT_P_008434.tif;Hybrida
IRHT_P_008454.tif;Hybrida
IRHT_P_008662.tif;Hybrida
315556101_MS0364_0005_1.tif;Uncial
315556101_MS0364_0005_2.tif;Uncial
315556101_MS0364_0005_3.tif;Uncial
315556101_MS0364_0008_1.tif;Uncial
315556101_MS0364_0008_2.tif;Uncial
315556101_MS0364_0008_3.tif;Uncial
315556101_MS0364_0008_4.tif;Uncial
315556101_MS0364_0014_1.tif;Uncial
315556101_MS0364_0014_2.tif;Uncial
315556101_MS0364_0014_3.tif;Uncial
315556101_MS0364_0014_4.tif;Uncial
315556101_MS0364_0015_1.tif;Uncial
315556101_MS0364_0015_2.tif;Uncial
315556101_MS0364_0015_3.tif;Uncial
315556101_MS0364_0015_4.tif;Uncial
315556101_MS0364_0018_1.tif;Uncial
315556101_MS0364_0018_2.tif;Uncial
315556101_MS0364_0018_3.tif;Uncial
315556101_MS0364_0018_4.tif;Uncial
315556101_MS0364_0022_1.tif;Uncial
315556101_MS0364_0022_2.tif;Uncial
315556101_MS0364_0022_3.tif;Uncial
315556101_MS0364_0022_4.tif;Uncial
315556101_MS0364_0026_1.tif;Uncial
315556101_MS0364_0026_2.tif;Uncial
315556101_MS0364_0026_3.tif;Uncial
315556101_MS0364_0030_1.tif;Uncial
315556101_MS0364_0030_2.tif;Uncial
315556101_MS0364_0030_3.tif;Uncial
315556101_MS0364_0030_4.tif;Uncial
315556101_MS0364_0034_1.tif;Uncial
315556101_MS0364_0034_2.tif;Uncial
315556101_MS0364_0034_3.tif;Uncial
315556101_MS0364_0034_4.tif;Uncial
315556101_MS0364_0036_1.tif;Uncial
315556101_MS0364_0036_2.tif;Uncial
315556101_MS0364_0036_3.tif;Uncial
315556101_MS0364_0036_4.tif;Uncial
315556101_MS0364_0040_1.tif;Uncial
315556101_MS0364_0040_2.tif;Uncial
315556101_MS0364_0040_3.tif;Uncial
315556101_MS0364_0043_1.tif;Uncial
315556101_MS0364_0043_2.tif;Uncial
315556101_MS0364_0043_3.tif;Uncial
315556101_MS0364_0043_4.tif;Uncial
315556101_MS0364_0046_1.tif;Uncial
315556101_MS0364_0046_2.tif;Uncial
315556101_MS0364_0046_3.tif;Uncial
315556101_MS0364_0046_4.tif;Uncial
315556101_MS0364_0050_1.tif;Uncial
315556101_MS0364_0050_2.tif;Uncial
315556101_MS0364_0050_3.tif;Uncial
315556101_MS0364_0050_4.tif;Uncial
btv1b10510447n_f137_1.tif;Uncial
btv1b10510447n_f137_2.tif;Uncial
btv1b10510447n_f163_1.tif;Uncial
btv1b10510447n_f163_2.tif;Uncial
btv1b10510447n_f218_1.tif;Uncial
btv1b10510447n_f218_2.tif;Uncial
btv1b10510447n_f315_1.tif;Uncial
btv1b10510447n_f315_2.tif;Uncial
btv1b10510447n_f32_1.tif;Uncial
btv1b10510447n_f32_2.tif;Uncial
btv1b10510447n_f388_1.tif;Uncial
btv1b10510447n_f388_2.tif;Uncial
btv1b10511002k_f17.tif;Uncial
btv1b10511002k_f21.tif;Uncial
btv1b10511002k_f28.tif;Uncial
btv1b10511002k_f30.tif;Uncial
btv1b84267835_f126.tif;Uncial
btv1b84267835_f164.tif;Uncial
btv1b84267835_f61_1.tif;Uncial
btv1b84267835_f61_2.tif;Uncial
btv1b8470112j_f148_1.tif;Uncial
btv1b8470112j_f148_2.tif;Uncial
btv1b8470112j_f192_1.tif;Uncial
btv1b8470112j_f192_2.tif;Uncial
btv1b8470112j_f318_1.tif;Uncial
btv1b8470112j_f318_2.tif;Uncial
btv1b8470112j_f372_1.tif;Uncial
btv1b8470112j_f372_2.tif;Uncial
btv1b8470112j_f412_1.tif;Uncial
btv1b8470112j_f412_2.tif;Uncial
btv1b8470112j_f429_1.tif;Uncial
btv1b8470112j_f429_2.tif;Uncial
btv1b8470112j_f469_1.tif;Uncial
btv1b8470112j_f469_2.tif;Uncial
IRHT_P_000010.tif;Praegothica
IRHT_P_000011.tif;Praegothica
IRHT_P_000287.tif;Praegothica
IRHT_P_001198.tif;Praegothica
IRHT_P_001199.tif;Praegothica
IRHT_P_001200.tif;Praegothica
IRHT_P_001201.tif;Praegothica
IRHT_P_001207.tif;Praegothica
IRHT_P_001210.tif;Praegothica
IRHT_P_001216.tif;Praegothica
IRHT_P_001217.tif;Praegothica
IRHT_P_001220.tif;Praegothica
IRHT_P_001221.tif;Praegothica
IRHT_P_001222.tif;Praegothica
IRHT_P_001223.tif;Praegothica
IRHT_P_001224.tif;Praegothica
IRHT_P_001227.tif;Praegothica
IRHT_P_001228.tif;Praegothica
IRHT_P_001230.tif;Praegothica
IRHT_P_001250.tif;Praegothica
IRHT_P_001254.tif;Praegothica
IRHT_P_001258.tif;Praegothica
IRHT_P_001267.tif;Praegothica
IRHT_P_001268.tif;Praegothica
IRHT_P_001269.tif;Praegothica
IRHT_P_001270.tif;Praegothica
IRHT_P_001271.tif;Praegothica
IRHT_P_001700.tif;Praegothica
IRHT_P_001713.tif;Praegothica
IRHT_P_001714.tif;Praegothica
IRHT_P_001726.tif;Praegothica
IRHT_P_001746.tif;Praegothica
IRHT_P_001747.tif;Praegothica
IRHT_P_001748.tif;Praegothica
IRHT_P_001788.tif;Praegothica
IRHT_P_002025.tif;Praegothica
IRHT_P_002105.tif;Praegothica
IRHT_P_002107.tif;Praegothica
IRHT_P_002108.tif;Praegothica
IRHT_P_002134.tif;Praegothica
IRHT_P_002135.tif;Praegothica
IRHT_P_002136.tif;Praegothica
IRHT_P_002137.tif;Praegothica
IRHT_P_002283.tif;Praegothica
IRHT_P_002290.tif;Praegothica
IRHT_P_002291.tif;Praegothica
IRHT_P_002300.tif;Praegothica
IRHT_P_002465.tif;Praegothica
IRHT_P_002743.tif;Praegothica
IRHT_P_005018.tif;Praegothica
IRHT_P_005026.tif;Praegothica
IRHT_P_005028.tif;Praegothica
IRHT_P_005220.tif;Praegothica
IRHT_P_005407.tif;Praegothica
IRHT_P_005910.tif;Praegothica
IRHT_P_006371.tif;Praegothica
IRHT_P_006372.tif;Praegothica
IRHT_P_006461.tif;Praegothica
IRHT_P_006466.tif;Praegothica
IRHT_P_006531.tif;Praegothica
IRHT_P_006532.tif;Praegothica
IRHT_P_006534.tif;Praegothica
IRHT_P_006535.tif;Praegothica
IRHT_P_006536.tif;Praegothica
IRHT_P_006538.tif;Praegothica
IRHT_P_006539.tif;Praegothica
IRHT_P_006586.tif;Praegothica
IRHT_P_006619.tif;Praegothica
IRHT_P_006633.tif;Praegothica
IRHT_P_006634.tif;Praegothica
IRHT_P_006635.tif;Praegothica
IRHT_P_006728.tif;Praegothica
IRHT_P_006729.tif;Praegothica
IRHT_P_006794.tif;Praegothica
IRHT_P_006796.tif;Praegothica
IRHT_P_006798.tif;Praegothica
IRHT_P_006837.tif;Praegothica
IRHT_P_006838.tif;Praegothica
IRHT_P_006934.tif;Praegothica
IRHT_P_006938.tif;Praegothica
IRHT_P_006945.tif;Praegothica
IRHT_P_006946.tif;Praegothica
IRHT_P_007080.tif;Praegothica
IRHT_P_007696.tif;Praegothica
315556101_MS0187_0005_1.tif;Southern_Textualis
315556101_MS0187_0005_2.tif;Southern_Textualis
315556101_MS0187_0010_1.tif;Southern_Textualis
315556101_MS0187_0010_2.tif;Southern_Textualis
315556101_MS0187_0010_3.tif;Southern_Textualis
315556101_MS0214_0005.tif;Southern_Textualis
315556101_MS0214_0017_1.tif;Southern_Textualis
315556101_MS0214_0017_2.tif;Southern_Textualis
btv1b8452656h_f107_1.tif;Southern_Textualis
btv1b8452656h_f107_2.tif;Southern_Textualis
btv1b8452656h_f11_1.tif;Southern_Textualis
btv1b8452656h_f11_2.tif;Southern_Textualis
btv1b8452656h_f127_1.tif;Southern_Textualis
btv1b8452656h_f127_2.tif;Southern_Textualis
btv1b8452656h_f147_1.tif;Southern_Textualis
btv1b8452656h_f147_2.tif;Southern_Textualis
btv1b8452656h_f25_1.tif;Southern_Textualis
btv1b8452656h_f25_2.tif;Southern_Textualis
btv1b8452656h_f36_1.tif;Southern_Textualis
btv1b8452656h_f36_2.tif;Southern_Textualis
btv1b8452656h_f47_1.tif;Southern_Textualis
btv1b8452656h_f47_2.tif;Southern_Textualis
btv1b8452656h_f66_1.tif;Southern_Textualis
btv1b8452656h_f66_2.tif;Southern_Textualis
btv1b8452656h_f8_1.tif;Southern_Textualis
btv1b8452656h_f8_2.tif;Southern_Textualis
btv1b8452656h_f85_1.tif;Southern_Textualis
btv1b8452656h_f85_2.tif;Southern_Textualis
btv1b8452656h_f9_1.tif;Southern_Textualis
btv1b8452656h_f9_2.tif;Southern_Textualis
IRHT_P_000182.tif;Southern_Textualis
IRHT_P_000407.tif;Southern_Textualis
IRHT_P_000418.tif;Southern_Textualis
IRHT_P_002767.tif;Southern_Textualis
IRHT_P_002768.tif;Southern_Textualis
IRHT_P_003597.tif;Southern_Textualis
IRHT_P_003598.tif;Southern_Textualis
IRHT_P_004901.tif;Southern_Textualis
IRHT_P_004912.tif;Southern_Textualis
IRHT_P_005462.tif;Southern_Textualis
IRHT_P_006223.tif;Southern_Textualis
IRHT_P_006224.tif;Southern_Textualis
IRHT_P_006301.tif;Southern_Textualis
IRHT_P_006357.tif;Southern_Textualis
IRHT_P_006358.tif;Southern_Textualis
IRHT_P_006576.tif;Southern_Textualis
IRHT_P_007383.tif;Southern_Textualis
IRHT_P_007384.tif;Southern_Textualis
IRHT_P_007506.tif;Southern_Textualis
IRHT_P_007507.tif;Southern_Textualis
IRHT_P_007542.tif;Southern_Textualis
IRHT_P_008007.tif;Southern_Textualis
IRHT_P_008102.tif;Southern_Textualis
IRHT_P_008702.tif;Southern_Textualis
IRHT_P_008804.tif;Southern_Textualis
IRHT_P_008826.tif;Southern_Textualis
IRHT_P_008857.tif;Southern_Textualis
IRHT_P_008858.tif;Southern_Textualis
IRHT_P_009001.tif;Southern_Textualis
IRHT_P_009219.tif;Southern_Textualis
IRHT_P_009265.tif;Southern_Textualis
M601415401_MS0216_0007_1.tif;Southern_Textualis
M601415401_MS0216_0007_2.tif;Southern_Textualis
M601415401_MS0216_0007_3.tif;Southern_Textualis
M601415401_MS0216_0007_4.tif;Southern_Textualis
M601415401_MS0216_0007_5.tif;Southern_Textualis
M601415401_MS0216_0007_6.tif;Southern_Textualis
M601415401_MS0216_0007_7.tif;Southern_Textualis
M601415401_MS0216_0015_1.tif;Southern_Textualis
M601415401_MS0216_0015_2.tif;Southern_Textualis
M601415401_MS0216_0015_3.tif;Southern_Textualis
M601415401_MS0216_0015_4.tif;Southern_Textualis
M601415401_MS0216_0028_1.tif;Southern_Textualis
M601415401_MS0216_0028_2.tif;Southern_Textualis
M601415401_MS0216_0028_3.tif;Southern_Textualis
M601415401_MS0216_0041_1.tif;Southern_Textualis
M601415401_MS0216_0041_2.tif;Southern_Textualis
M601415401_MS0216_0052_1.tif;Southern_Textualis
M601415401_MS0216_0052_2.tif;Southern_Textualis
M601415401_MS0216_0052_3.tif;Southern_Textualis
M601415401_MS0216_0058_1.tif;Southern_Textualis
M601415401_MS0216_0058_2.tif;Southern_Textualis
IRHT_P_000165.tif;Semihybrida
IRHT_P_000174.tif;Semihybrida
IRHT_P_000248.tif;Semihybrida
IRHT_P_000249.tif;Semihybrida
IRHT_P_000455.tif;Semihybrida
IRHT_P_000461.tif;Semihybrida
IRHT_P_000804.tif;Semihybrida
